,date,open,close,high,low,volume,amount,amplitude,flucrange,flucamount,turnoverrate,Date,SMA,SD,Upper_band,Lower_Band,RSI,M12,High-Low,High-Close Prev,Low-Close Prev,True Range,ATR
10,2010-01-18,3471.78,3500.68,3501.26,3458.04,82854307,117884258544.0,1.24,0.52,17.94,0.27,2010-01-18,,,,,,,43.220000000000255,18.520000000000437,24.699999999999818,43.220000000000255,
11,2010-01-19,3506.81,3507.48,3528.39,3497.09,74883232,108023525533.0,0.89,0.19,6.8,0.24,2010-01-19,,,,,,,31.299999999999727,27.710000000000036,3.5899999999996908,31.299999999999727,
12,2010-01-20,3512.25,3394.43,3515.45,3387.82,92495146,128416164613.0,3.64,-3.22,-113.05,0.3,2010-01-20,,,,,,-0.03982767740712778,127.62999999999965,7.9699999999998,119.65999999999985,127.62999999999965,
13,2010-01-21,3397.04,3408.57,3425.18,3364.72,70595068,100076607006.0,1.78,0.42,14.14,0.23,2010-01-21,,,,,37.63472352389882,-0.04362184487267251,60.460000000000036,30.75,29.710000000000036,60.460000000000036,76.42428571428574
14,2010-01-22,3364.45,3366.2,3390.8,3293.19,88933404,119197815814.0,2.86,-1.24,-42.37,0.29,2010-01-22,,,,,34.759165419364166,-0.049560525505896846,97.61000000000013,17.769999999999982,115.38000000000011,115.38000000000011,80.20000000000005
15,2010-01-25,3340.01,3328.01,3372.43,3326.27,56849171,76626626843.0,1.37,-1.13,-38.19,0.19,2010-01-25,,,,,29.07201503786071,-0.04132267115277144,46.159999999999854,6.230000000000018,39.929999999999836,46.159999999999854,77.79214285714286
16,2010-01-26,3328.11,3242.8,3341.2,3222.14,61752231,81586059213.0,3.58,-2.56,-85.21,0.2,2010-01-26,,,,,26.154656115888443,-0.0681957283204937,119.05999999999995,13.1899999999996,105.87000000000035,119.05999999999995,82.89214285714287
17,2010-01-27,3243.04,3198.57,3255.12,3183.36,52691394,70540273182.0,2.21,-1.36,-44.23,0.17,2010-01-27,,,,,27.28831333122497,-0.08141181200729453,71.75999999999976,12.319999999999709,59.440000000000055,71.75999999999976,80.46142857142857
18,2010-01-28,3195.29,3206.57,3220.31,3168.46,46990716,64082115658.0,1.62,0.25,8.0,0.15,2010-01-28,,,,,27.2071321446426,-0.0928875335226822,51.84999999999991,21.73999999999978,30.110000000000127,51.84999999999991,80.2092857142857
19,2010-01-29,3190.31,3204.16,3249.46,3176.92,50262613,68018118702.0,2.26,-0.08,-2.41,0.16,2010-01-29,3416.9980000000005,120.7870968448639,3658.5721936897285,3175.4238063102725,26.865249171647903,-0.06342330334333002,72.53999999999996,42.88999999999987,29.65000000000009,72.53999999999996,76.16142857142856
20,2010-02-01,3198.23,3152.71,3198.31,3116.44,57001380,75982150475.0,2.56,-1.61,-51.45,0.19,2010-02-01,3397.8720000000003,130.9387554947973,3659.749510989595,3135.9944890104057,18.10504531268259,-0.0911892304809675,81.86999999999989,5.849999999999909,87.7199999999998,87.7199999999998,75.44499999999996
21,2010-02-02,3170.78,3146.19,3211.94,3143.08,50130033,68318412373.0,2.18,-0.21,-6.52,0.16,2010-02-02,3376.9795,136.2575521605664,3649.4946043211326,3104.4643956788673,22.052814539245034,-0.09663368497217706,68.86000000000013,59.23000000000002,9.63000000000011,68.86000000000013,71.84714285714283
22,2010-02-03,3160.71,3230.72,3231.1,3094.57,64798894,87536249983.0,4.34,2.69,84.53,0.21,2010-02-03,3361.429,134.19723171119202,3629.823463422384,3093.034536577616,27.453503112406082,-0.07711644594764444,136.52999999999975,84.90999999999985,51.61999999999989,136.52999999999975,77.41999999999994
23,2010-02-04,3206.43,3218.8,3242.52,3190.44,58972726,75466552963.0,1.61,-0.37,-11.92,0.19,2010-02-04,3348.796,135.18280019058784,3619.1616003811755,3078.430399618824,24.946844862935734,-0.08230410437122948,52.07999999999993,11.800000000000182,40.279999999999745,52.07999999999993,77.46785714285706
24,2010-02-05,3147.72,3153.09,3177.42,3129.92,59105845,73693132366.0,1.48,-2.04,-65.71,0.19,2010-02-05,3332.4439999999995,138.20615049913454,3608.8563009982686,3056.0316990017304,19.75005656797734,-0.07109882955312075,47.5,41.38000000000011,88.88000000000011,88.88000000000011,80.72928571428562
25,2010-02-08,3152.25,3150.99,3172.31,3133.81,37355951,47902429250.0,1.22,-0.07,-2.1,0.12,2010-02-08,3315.8910000000005,139.16696208435897,3594.2249241687186,3037.5570758312824,18.719618131723493,-0.07556834684339775,38.5,19.2199999999998,19.2800000000002,38.5,81.24357142857136
26,2010-02-09,3147.76,3169.19,3178.95,3144.48,35953158,45222660374.0,1.09,0.58,18.2,0.12,2010-02-09,3297.6045,132.75243724494698,3563.109374489894,3032.099625510106,26.289527980125527,-0.05852593428792108,34.4699999999998,27.960000000000036,6.5099999999997635,34.4699999999998,74.58928571428565
27,2010-02-10,3195.14,3214.13,3214.46,3182.83,34219894,48152144637.0,1.0,1.42,44.94,0.11,2010-02-10,3287.254,130.66737556019623,3548.5887511203923,3025.9192488796075,30.778203962196997,-0.034218647179545814,31.63000000000011,45.26999999999998,13.639999999999873,45.26999999999998,73.50428571428564
28,2010-02-11,3216.69,3220.4,3238.35,3207.17,35791052,46999712971.0,0.97,0.2,6.27,0.12,2010-02-11,3274.8215,124.12507025598214,3523.0716405119642,3026.571359488036,34.47879407256006,-0.006907610706796574,31.179999999999836,24.2199999999998,6.960000000000036,31.179999999999836,67.48999999999991
29,2010-02-12,3232.88,3251.28,3253.2,3228.74,34058238,46703220577.0,0.76,0.96,30.88,0.11,2010-02-12,3263.2485,114.10499349168163,3491.4584869833634,3035.038513016637,41.7025326037589,0.016479239159999715,24.460000000000036,32.79999999999973,8.33999999999969,32.79999999999973,66.53571428571419
30,2010-02-22,3248.95,3233.34,3261.95,3232.78,38283772,49981333658.0,0.9,-0.55,-17.94,0.13,2010-02-22,3249.8815000000004,99.55858065401472,3448.99866130803,3050.764338691971,48.80283472538597,0.00834848451772463,29.169999999999618,10.669999999999618,18.5,29.169999999999618,60.11499999999988
31,2010-02-23,3225.39,3198.63,3225.39,3152.93,42742898,62386076936.0,2.24,-1.07,-34.71,0.14,2010-02-23,3234.439,79.414509339818,3393.268018679636,3075.6099813203637,50.00778048653975,-0.0017258813542394558,72.46000000000004,7.950000000000273,80.41000000000031,80.41000000000031,60.732857142857064
32,2010-02-24,3177.08,3244.48,3244.82,3165.13,49989437,64414097361.0,2.49,1.43,45.85,0.16,2010-02-24,3226.9415,70.03986573636648,3367.021231472733,3086.861768527267,54.47653685378928,0.029108290962378325,79.69000000000005,46.190000000000055,33.5,79.69000000000005,62.7214285714285
33,2010-02-25,3252.15,3292.13,3294.14,3249.33,67586617,89485801632.0,1.38,1.47,47.65,0.22,2010-02-25,3221.1195,57.942252511034155,3337.004005022068,3105.2349949779314,59.3850683850044,0.04638626402092694,44.809999999999945,49.659999999999854,4.849999999999909,49.659999999999854,61.08714285714278
34,2010-02-26,3286.09,3281.67,3301.15,3273.69,52107288,70171666128.0,0.83,-0.32,-10.46,0.17,2010-02-26,3216.893,49.23067797302841,3315.354355946057,3118.4316440539433,65.07669285447062,0.015770478407290067,27.460000000000036,9.019999999999982,18.440000000000055,27.460000000000036,56.78285714285708
35,2010-03-01,3290.01,3324.42,3330.38,3287.56,60504520,81205689009.0,1.3,1.3,42.75,0.2,2010-03-01,3216.7135000000003,48.808949273779085,3314.3313985475584,3119.095601452442,69.20954495484037,0.03281347085870512,42.820000000000164,48.710000000000036,5.889999999999873,48.710000000000036,55.34357142857136
36,2010-03-02,3327.1,3311.24,3339.89,3299.69,57034374,76233992315.0,1.21,-0.4,-13.18,0.19,2010-03-02,3220.1355,52.95703774858521,3326.0495754971703,3114.2214245028294,60.25575708171996,0.050157147433152804,40.19999999999982,15.4699999999998,24.730000000000018,40.19999999999982,48.46285714285708
37,2010-03-03,3313.02,3335.08,3335.65,3293.92,60622732,78442132954.0,1.26,0.72,23.84,0.2,2010-03-03,3226.9610000000002,58.53470737407206,3344.0304147481443,3109.891585251856,64.37401107594928,0.05842290835578656,41.73000000000002,24.41000000000031,17.31999999999971,41.73000000000002,47.72357142857137
38,2010-03-04,3338.67,3250.57,3345.91,3244.98,69346810,89462913752.0,3.03,-2.53,-84.51,0.23,2010-03-04,3229.161,58.55484131182032,3346.270682623641,3112.0513173763593,61.51483651483648,0.02567848566983999,100.92999999999984,10.829999999999927,90.09999999999991,100.92999999999984,48.584285714285635
39,2010-03-05,3253.16,3259.76,3276.4,3239.68,45629138,59621178434.0,1.13,0.28,9.19,0.15,2010-03-05,3231.941,58.62521470278125,3349.1914294055623,3114.6905705944373,62.636800892255536,0.014196687750650971,36.720000000000255,25.829999999999927,10.890000000000327,36.720000000000255,48.4571428571428
40,2010-03-08,3268.4,3286.18,3293.93,3258.03,41540876,54686555117.0,1.1,0.81,26.42,0.14,2010-03-08,3238.6145,56.69633140224792,3352.007162804496,3125.221837195504,63.33705738844932,0.02042603403303933,35.899999999999636,34.16999999999962,1.7300000000000182,35.899999999999636,48.55928571428564
41,2010-03-09,3285.62,3305.86,3322.51,3255.98,54199486,71971297725.0,2.02,0.6,19.68,0.18,2010-03-09,3246.598,54.182901517378674,3354.9638030347573,3138.2321969652426,61.096460455326245,0.016787234566078668,66.5300000000002,36.33000000000038,30.199999999999818,66.5300000000002,50.07785714285709
42,2010-03-10,3304.04,3279.69,3321.08,3267.76,46421079,61760429281.0,1.61,-0.79,-26.17,0.15,2010-03-10,3249.0465,54.53295288413247,3358.112405768265,3139.980594231735,56.84278558733235,0.014335021989645425,53.31999999999971,15.2199999999998,38.09999999999991,53.31999999999971,51.65928571428565
43,2010-03-11,3282.2,3276.71,3303.49,3251.7,47487754,63732658851.0,1.58,-0.09,-2.98,0.16,2010-03-11,3251.942,54.37963827525175,3360.7012765505033,3143.1827234494967,53.136950139392574,0.024410450724216215,51.789999999999964,23.799999999999727,27.990000000000236,51.789999999999964,53.01571428571424
44,2010-03-12,3277.31,3233.13,3284.26,3232.12,39957344,52611210820.0,1.59,-1.33,-43.58,0.13,2010-03-12,3255.944,49.443007850079454,3354.830015700159,3157.057984299841,49.97563635519873,-0.0034982493342538,52.14000000000033,7.550000000000182,44.590000000000146,52.14000000000033,54.65642857142858
45,2010-03-15,3231.22,3183.18,3234.82,3171.8,37844304,49219898122.0,1.95,-1.54,-49.95,0.12,2010-03-15,3257.5535,46.26869878335812,3350.090897566716,3165.016102433284,48.26875238116579,-0.03309407587185209,63.01999999999998,1.6900000000000546,61.32999999999993,63.01999999999998,53.4142857142857
46,2010-03-16,3183.77,3203.97,3204.29,3169.1,30847780,41510426396.0,1.11,0.65,20.79,0.1,2010-03-16,3259.2925,43.33326070000505,3345.95902140001,3172.62597859999,45.190549685385236,-0.023676969347923515,35.190000000000055,21.110000000000127,14.079999999999927,35.190000000000055,50.235714285714266
47,2010-03-17,3214.22,3273.92,3274.0,3207.27,45800934,62587395428.0,2.08,2.18,69.95,0.15,2010-03-17,3262.282,42.09839871938968,3346.4787974387796,3178.0852025612207,47.94678092231368,-0.015190619717123544,66.73000000000002,70.0300000000002,3.300000000000182,70.0300000000002,51.69071428571429
48,2010-03-18,3277.88,3267.55,3295.37,3256.59,46948013,62509130228.0,1.18,-0.19,-6.37,0.15,2010-03-18,3264.6395,40.933657554503284,3346.5068151090068,3182.7721848909937,48.39311726147125,-0.0131944528333795,38.779999999999745,21.449999999999818,17.329999999999927,38.779999999999745,52.4992857142857
49,2010-03-19,3270.98,3293.87,3296.41,3251.14,46062187,62114230718.0,1.39,0.81,26.32,0.15,2010-03-19,3266.7690000000002,41.30819504522811,3349.3853900904564,3184.152609909544,46.38829120658263,-0.012356525180805322,45.26999999999998,28.859999999999673,16.41000000000031,45.26999999999998,52.25357142857141
50,2010-03-22,3297.82,3302.63,3313.92,3288.51,49439462,65652976792.0,0.77,0.27,8.76,0.16,2010-03-22,3270.2335,41.26259339184737,3352.7586867836944,3187.708313216305,48.97135074430723,0.016015652639383315,25.409999999999854,20.050000000000182,5.359999999999673,25.409999999999854,51.19714285714284
51,2010-03-23,3305.55,3275.57,3309.12,3272.92,46539536,62145531443.0,1.1,-0.82,-27.06,0.15,2010-03-23,3274.0805,37.66532643594359,3349.411152871887,3198.749847128113,42.944537974533496,0.00485005031045227,36.19999999999982,6.489999999999782,29.710000000000036,36.19999999999982,50.802142857142826
52,2010-03-24,3282.05,3276.67,3298.54,3271.03,44547966,58330301241.0,0.84,0.03,1.1,0.15,2010-03-24,3275.6899999999996,37.016046022742216,3349.722092045484,3201.6579079545154,53.857294868763276,-0.0028939376418819496,27.509999999999764,22.9699999999998,4.539999999999964,27.509999999999764,45.55785714285711
53,2010-03-25,3270.39,3229.13,3270.39,3222.82,44984285,58604759567.0,1.45,-1.45,-47.54,0.15,2010-03-25,3272.54,38.204901586877995,3348.9498031737558,3196.130196826244,45.93410677781611,-0.023210299286721137,47.56999999999971,6.2800000000002,53.84999999999991,53.84999999999991,46.78142857142851
54,2010-03-26,3226.8,3275.0,3285.39,3220.59,47444965,61592843185.0,2.01,1.42,45.87,0.16,2010-03-26,3272.2065000000002,38.15008164094018,3348.5066632818807,3195.9063367181197,48.588811471271356,-0.001430013202467273,64.79999999999973,56.25999999999976,8.539999999999964,64.79999999999973,48.84571428571423
55,2010-03-29,3295.76,3358.54,3363.6,3293.67,84724910,110326973484.0,2.14,2.55,83.54,0.28,2010-03-29,3273.9125,41.245197982053874,3356.4028959641078,3191.422104035892,55.72633592764901,0.024973220089663073,69.92999999999984,88.59999999999991,18.670000000000073,88.59999999999991,50.42214285714278
56,2010-03-30,3361.35,3366.71,3372.26,3350.31,56436980,78682669413.0,0.65,0.24,8.17,0.18,2010-03-30,3276.686,45.529833180822855,3367.745666361646,3185.6263336383545,59.84433684782117,0.041316000284553844,21.950000000000273,13.720000000000255,8.230000000000018,21.950000000000273,48.18142857142853
57,2010-03-31,3369.19,3345.61,3369.9,3338.75,53124287,72120886278.0,0.93,-0.63,-21.1,0.17,2010-03-31,3277.2125,46.295084981247506,3369.802669962495,3184.622330037505,57.48750271680071,0.05102758876343794,31.15000000000009,3.1900000000000546,27.960000000000036,31.15000000000009,46.707142857142834
58,2010-04-01,3349.88,3391.94,3392.48,3349.88,67772669,92360495841.0,1.27,1.38,46.33,0.22,2010-04-01,3284.281,52.40267448980145,3389.086348979603,3179.475651020397,67.15566598249973,0.058667840210738564,42.59999999999991,46.86999999999989,4.269999999999982,46.86999999999989,46.33071428571423
59,2010-04-02,3400.14,3407.35,3412.2,3391.81,69073452,99040760060.0,0.6,0.45,15.41,0.23,2010-04-02,3291.6605000000004,58.772677367973266,3409.205854735947,3174.115145264054,76.16912983586658,0.04075542468966864,20.389999999999873,20.259999999999764,0.13000000000010914,20.389999999999873,43.28571428571422
60,2010-04-06,3422.85,3405.15,3436.29,3386.89,65191710,93985883918.0,1.45,-0.06,-2.2,0.21,2010-04-06,3297.6090000000004,63.97880495256044,3425.5666099051214,3169.6513900948794,74.55091281851028,0.04211106180471602,49.40000000000009,28.940000000000055,20.460000000000036,49.40000000000009,44.30071428571422
61,2010-04-07,3403.09,3386.95,3404.58,3369.02,54011228,76733159936.0,1.04,-0.53,-18.2,0.18,2010-04-07,3301.6635,67.02608214050063,3435.7156642810014,3167.611335718999,65.78763583540518,0.028258553009074427,35.559999999999945,0.5700000000001637,36.13000000000011,36.13000000000011,41.87928571428564
62,2010-04-08,3381.31,3346.74,3381.31,3336.16,62185322,89317468603.0,1.33,-1.19,-40.21,0.2,2010-04-08,3305.0160000000005,67.54401647892385,3440.104032957848,3169.927967042153,60.10566345932973,0.013356022321604266,45.15000000000009,5.639999999999873,50.789999999999964,50.789999999999964,42.73714285714281
63,2010-04-09,3348.77,3379.17,3379.4,3342.47,51280567,75590356319.0,1.1,0.97,32.43,0.17,2010-04-09,3310.139,69.15062605036753,3448.440252100735,3171.837747899265,60.71823482106958,0.031628083051194134,36.93000000000029,32.66000000000031,4.269999999999982,36.93000000000029,42.14142857142854
64,2010-04-12,3388.35,3351.48,3393.56,3330.3,74565150,105996609644.0,1.87,-0.82,-27.69,0.24,2010-04-12,3316.0565,67.25158133730609,3450.5596626746124,3181.553337325388,55.85942185438405,0.02283110597039073,63.25999999999976,14.389999999999873,48.86999999999989,63.25999999999976,44.84499999999996
65,2010-04-13,3350.73,3391.72,3401.71,3324.05,79907695,116440339286.0,2.32,1.2,40.24,0.26,2010-04-13,3326.4835,61.484736255173836,3449.4529725103475,3203.514027489652,63.504871753133465,0.05035102334065211,77.65999999999985,50.23000000000002,27.429999999999836,77.65999999999985,47.80642857142853
66,2010-04-14,3394.64,3403.71,3404.52,3377.44,60306131,90787568716.0,0.8,0.35,11.99,0.2,2010-04-14,3336.4705000000004,56.562333707809,3449.5951674156186,3223.345832584382,64.40624149505578,0.039300763358778745,27.079999999999927,12.800000000000182,14.279999999999745,27.079999999999927,47.775714285714265
67,2010-04-15,3407.02,3394.57,3412.94,3365.88,61051685,88700235636.0,1.38,-0.27,-9.14,0.2,2010-04-15,3342.5029999999997,55.97077245735984,3454.4445449147192,3230.56145508528,70.55053165060122,0.010727875803176357,47.059999999999945,9.230000000000018,37.82999999999993,47.059999999999945,47.290714285714266
68,2010-04-16,3388.29,3356.33,3388.29,3348.78,47140368,67235596653.0,1.16,-1.13,-38.24,0.15,2010-04-16,3346.942,53.16358039108984,3453.26916078218,3240.61483921782,60.29780445187266,-0.003083128632997867,39.50999999999976,6.2800000000002,45.789999999999964,45.789999999999964,45.93285714285714
69,2010-04-19,3313.5,3176.42,3313.5,3175.44,88416300,118855971989.0,4.11,-5.36,-179.91,0.29,2010-04-19,3341.0695,64.59279310255393,3470.255086205108,3211.883913794892,31.463990554899652,-0.0505707479353541,138.05999999999995,42.82999999999993,180.88999999999987,180.88999999999987,52.52499999999999
70,2010-04-20,3176.41,3173.37,3196.65,3130.96,64137859,88005965691.0,2.07,-0.1,-3.05,0.21,2010-04-20,3334.6065000000003,74.36838223720355,3483.3432644744075,3185.869735525593,30.11478175011314,-0.06443805020135973,65.69000000000005,20.230000000000018,45.460000000000036,65.69000000000005,55.64928571428569
71,2010-04-21,3178.88,3236.68,3237.54,3164.76,66928331,93373377791.0,2.29,2.0,63.31,0.22,2010-04-21,3332.6620000000003,76.47192079105605,3485.6058415821126,3179.718158417888,39.69149238194377,-0.05008877866964068,72.77999999999975,64.17000000000007,8.609999999999673,72.77999999999975,58.62285714285709
72,2010-04-22,3222.68,3201.54,3231.99,3177.73,71081688,98970386343.0,1.68,-1.09,-35.14,0.23,2010-04-22,3328.9055,81.07397132281419,3491.0534426456284,3166.7575573543713,31.59177043854899,-0.05979472269944064,54.25999999999976,4.690000000000055,58.94999999999982,58.94999999999982,59.48571428571423
73,2010-04-23,3198.78,3190.0,3224.74,3172.58,61252679,92115669956.0,1.63,-0.36,-11.54,0.2,2010-04-23,3326.9489999999996,84.02688084303968,3495.002761686079,3158.8952383139203,28.827758187379487,-0.05814966267585875,52.159999999999854,23.199999999999818,28.960000000000036,52.159999999999854,61.754999999999946
74,2010-04-26,3195.46,3172.0,3207.72,3168.37,50894199,74959121055.0,1.23,-0.56,-18.0,0.17,2010-04-26,3321.799,90.3006269664069,3502.400253932814,3141.197746067186,27.96688654104217,-0.05221200332263631,39.34999999999991,17.7199999999998,21.63000000000011,39.34999999999991,61.03714285714279
75,2010-04-27,3163.1,3108.41,3163.1,3060.85,65296574,88058360562.0,3.22,-2.0,-63.59,0.21,2010-04-27,3309.2924999999996,101.56319649801588,3512.4188929960314,3106.1661070039677,25.757206517198185,-0.0801261848323701,102.25,8.900000000000091,111.15000000000009,111.15000000000009,66.39571428571422
76,2010-04-28,3080.32,3097.35,3122.11,3062.08,45995406,65484924588.0,1.93,-0.36,-11.06,0.15,2010-04-28,3295.8244999999997,110.97218435147019,3517.76886870294,3073.8801312970595,27.134028936607223,-0.07582620215546565,60.0300000000002,13.700000000000273,46.32999999999993,60.0300000000002,67.05571428571423
77,2010-04-29,3114.94,3060.06,3130.7,3059.8,48260971,69250868103.0,2.29,-1.2,-37.29,0.16,2010-04-29,3281.547,122.04637850553215,3525.6397570110644,3037.4542429889357,21.000018175539353,-0.09778519453256751,70.89999999999964,33.34999999999991,37.54999999999973,70.89999999999964,69.48214285714276
78,2010-04-30,3060.12,3067.36,3068.13,3014.07,54477881,73190884013.0,1.77,0.24,7.3,0.18,2010-04-30,3265.318,128.02814232569432,3521.3742846513887,3009.2617153486117,23.18610796526994,-0.09881864201121715,54.059999999999945,8.070000000000164,45.98999999999978,54.059999999999945,68.82499999999992
79,2010-05-04,3005.49,3019.45,3056.08,2994.92,41248610,54558607131.0,1.99,-1.56,-47.91,0.13,2010-05-04,3245.923,134.59247715350068,3515.107954307001,2976.7380456929986,15.368299626025689,-0.11050589618125428,61.159999999999854,11.2800000000002,72.44000000000005,72.44000000000005,68.45214285714279
80,2010-05-05,2981.78,3036.39,3036.86,2943.36,59670441,80835340414.0,3.1,0.56,16.94,0.2,2010-05-05,3227.485,136.8708970834226,3501.226794166845,2953.743205833155,16.140629032852786,-0.09532435725926836,93.5,17.41000000000031,76.08999999999969,93.5,73.19642857142851
81,2010-05-06,3014.91,2896.86,3014.91,2895.39,58770413,81502262034.0,3.94,-4.6,-139.53,0.19,2010-05-06,3202.9805,150.05500761475096,3503.090515229502,2902.870484770498,13.012588992434743,-0.08801103128679455,119.51999999999998,21.480000000000018,141.0,141.0,79.9064285714285
82,2010-05-07,2835.88,2836.79,2892.53,2817.15,61119399,79147499714.0,2.6,-2.07,-60.07,0.2,2010-05-07,3177.4829999999997,166.73960777527475,3510.9622155505494,2844.00378444945,12.603650811931374,-0.10606390052215786,75.38000000000011,4.329999999999927,79.71000000000004,79.71000000000004,82.32928571428566
83,2010-05-10,2842.37,2858.23,2872.31,2798.52,50209173,64909188147.0,2.6,0.76,21.44,0.16,2010-05-10,3151.436,174.10156549977808,3499.639130999556,2803.232869000444,20.32750806647148,-0.11692536796964781,73.78999999999996,35.51999999999998,38.26999999999998,73.78999999999996,74.67928571428567
84,2010-05-11,2916.33,2800.82,2922.12,2790.7,58363490,73894666754.0,4.6,-2.01,-57.41,0.19,2010-05-11,3123.903,184.05782884448902,3492.018657688978,2755.787342311022,18.45630196603055,-0.125164764457105,131.42000000000007,63.88999999999987,67.5300000000002,131.42000000000007,79.37428571428566
85,2010-05-12,2781.71,2818.16,2832.15,2756.42,53002271,64693988243.0,2.7,0.62,17.34,0.17,2010-05-12,3095.225,184.8146561885857,3464.8543123771715,2725.5956876228283,11.572645805788156,-0.11656426332288405,75.73000000000002,31.329999999999927,44.40000000000009,75.73000000000002,79.58499999999997
86,2010-05-13,2818.58,2886.91,2886.97,2811.66,55145778,67486536614.0,2.67,2.44,68.75,0.18,2010-05-13,3069.3849999999998,175.29684863711944,3419.9786972742386,2718.791302725761,22.790874656242963,-0.0898770491803279,75.30999999999995,68.80999999999995,6.5,75.30999999999995,80.7535714285714
87,2010-05-14,2865.58,2868.02,2888.09,2849.24,42498719,55175291043.0,1.35,-0.65,-18.89,0.14,2010-05-14,3043.0575,162.99669863866936,3369.0508972773387,2717.064102722661,22.504782074053836,-0.07733535794827573,38.850000000000364,1.180000000000291,37.67000000000007,38.850000000000364,79.80285714285716
88,2010-05-17,2828.88,2714.72,2828.88,2712.44,52166847,62395513473.0,4.06,-5.35,-153.3,0.17,2010-05-17,3010.977,161.22446539889006,3333.42593079778,2688.5280692022197,18.280569351571827,-0.12353463444557444,116.44000000000005,39.13999999999987,155.57999999999993,155.57999999999993,88.10500000000002
89,2010-05-18,2711.41,2771.35,2781.84,2686.97,54509671,62746245805.0,3.49,2.09,56.63,0.18,2010-05-18,2990.7235,164.75162554185692,3320.2267510837137,2661.2202489162864,26.391729470764588,-0.09434782324529589,94.87000000000035,67.12000000000035,27.75,94.87000000000035,86.9421428571429
90,2010-05-19,2748.95,2762.17,2803.7,2723.3,45576221,54656401336.0,2.9,-0.33,-9.18,0.15,2010-05-19,2970.1635,166.4081144679837,3302.9797289359676,2637.3472710640326,26.461417455546524,-0.09949598351677014,80.39999999999964,32.34999999999991,48.04999999999973,80.39999999999964,88.39714285714285
91,2010-05-20,2739.22,2726.02,2793.88,2721.07,42174803,52677914862.0,2.64,-1.31,-36.15,0.14,2010-05-20,2944.6305,162.4933800586808,3269.6172601173616,2619.643739882639,26.50385459456419,-0.0971799499908923,72.80999999999995,31.710000000000036,41.09999999999991,72.80999999999995,88.53357142857145
92,2010-05-21,2656.42,2768.79,2769.09,2647.6,54475383,63501808937.0,4.46,1.57,42.77,0.18,2010-05-21,2922.993,155.12840773134803,3233.249815462696,2612.736184537304,29.996918170733323,-0.0881309713179137,121.49000000000024,43.070000000000164,78.42000000000007,121.49000000000024,93.35000000000004
93,2010-05-24,2787.75,2873.47,2886.37,2787.75,74502338,89961882752.0,3.56,3.78,104.68,0.24,2010-05-24,2907.1665000000003,142.049261702634,3191.265023405268,2623.0679765947325,40.91124171938038,-0.008074259715692311,98.61999999999989,117.57999999999993,18.960000000000036,117.57999999999993,96.57428571428575
94,2010-05-25,2851.26,2813.94,2855.33,2798.02,55168327,67954988050.0,1.99,-2.07,-59.53,0.18,2010-05-25,2889.2635,128.86670217403258,3146.996904348065,2631.530095651935,36.84770655220122,-0.008054878930058185,57.309999999999945,18.139999999999873,75.44999999999982,75.44999999999982,95.28500000000001
