,date,RV,RV_weekly,RV_monthly,RV_2week
2805,2021-07-20,0.0032150346671957,0.005623260019663806,0.00627149056477086,0.006616316588677927
2806,2021-07-21,0.0031637936749167,0.004961377390462365,0.005999424176530937,0.0062583714002000775
2807,2021-07-22,0.0039323624230699,0.004450350180579266,0.0060224449851944,0.006081188174390247
2808,2021-07-23,0.0062382141434729,0.004881029688938426,0.006007550504385714,0.0059091814375903575
2809,2021-07-26,0.0261870509770662,0.008547291177144287,0.006991867183833932,0.007274780747613218
2810,2021-07-27,0.0292464240830697,0.013753569060319087,0.007998780090004244,0.009688414539991436
2811,2021-07-28,0.0413864689270029,0.021398104110736327,0.009780931395417447,0.013179740750599338
2812,2021-07-29,0.0074477480061008,0.022101181227342507,0.009918586197661387,0.013275765703960876
2813,2021-07-30,0.0101068568146295,0.022874909761573824,0.010215534642655323,0.013877969725256118
2814,2021-08-02,0.018562261255142,0.021349951817188986,0.01062712648672539,0.014948621497166626
2815,2021-08-03,0.0098354638399948,0.017467759768574006,0.010702341372021933,0.015610664414446538
2816,2021-08-04,0.0046232888325516,0.010115123749683746,0.010710692365993105,0.015756613930210026
2817,2021-08-05,0.0084745783471674,0.010320489817897066,0.010698530782316532,0.016210835522619777
2818,2021-08-06,0.0062694241349062,0.009553003281952407,0.010676993444826123,0.016213956521763107
2819,2021-08-09,0.0104706536442106,0.007934681759766126,0.01089365067041896,0.014642316788477546
2820,2021-08-10,0.0066688541600758,0.007301359823782326,0.010835040336264597,0.012384559796178158
2821,2021-08-11,0.0050556269379798,0.007387827444867966,0.010495248020861969,0.008751475597275847
2822,2021-08-12,0.006232837613207,0.006939479298075886,0.010546282177858309,0.008629984557986466
2823,2021-08-13,0.0069281229010756,0.007071219051309766,0.01056696018150157,0.008312111166631077
2824,2021-08-16,0.0048513305232306,0.0059473544271137655,0.010492588911080895,0.0069410180934399365
2825,2021-08-17,0.0125374087731276,0.007121065349724126,0.010876797646146826,0.007211212586753217
2826,2021-08-18,0.0113753723855002,0.008385014439228206,0.011036780775667887,0.007886420942048077
2827,2021-08-19,0.0053763661445149,0.008213720145489784,0.011135023115546032,0.007576599721782827
2828,2021-08-20,0.0129124740969018,0.009410590384655025,0.011578144952908992,0.008240904717982387
2829,2021-08-23,0.005735021885289,0.009587328657066706,0.011660084019373495,0.007767341542090228
2830,2021-08-24,0.0061957250120675,0.008318991904854686,0.011658152695218704,0.007720028627289398
2831,2021-08-25,0.0037938343957379,0.006802684306902225,0.010640279214249235,0.007593849373065208
2832,2021-08-26,0.0074281069732108,0.007213032472641405,0.00964853752743747,0.007713376309065587
2833,2021-08-27,0.0086811625396109,0.0063667701611832255,0.008161932691646924,0.007888680272919116
2834,2021-08-30,0.0107769815739819,0.007375162098921806,0.008313261490186973,0.008481245377994249
2835,2021-08-31,0.0071813031561201,0.0075722777277323254,0.008180281778436545,0.007945634816293496
2836,2021-09-01,0.0245312795981822,0.011719766768221186,0.008451600794029283,0.009261225537561698
2837,2021-09-02,0.0054342059955912,0.011320986572697266,0.008251543619283664,0.009267009522669328
2838,2021-09-03,0.0099086168938858,0.011566477443552246,0.008491785803889764,0.008966623802367726
2839,2021-09-06,0.0095747145986792,0.011326024048491706,0.0085417919971403,0.009350593073706746
2840,2021-09-07,0.0045022399736762,0.010790211412002926,0.008461465444357118,0.009181244569867617
2841,2021-09-08,0.0065401157456951,0.007191978641505506,0.008282804630788232,0.009455872704863337
2842,2021-09-09,0.005789177533652,0.007262972949117666,0.00824281932958715,0.009291979760907457
2843,2021-09-10,0.0122337355221189,0.007727996674764285,0.008569096992502563,0.009647237059158258
2844,2021-09-13,0.0074314553144825,0.007299344817924945,0.008623579615287815,0.009312684433208318
2845,2021-09-14,0.0089922377339066,0.008197344369971025,0.008717403016780131,0.009493777890986968
2846,2021-09-15,0.0063035729535614,0.008150035811544287,0.008783414036340623,0.007671007226524888
2847,2021-09-16,0.0107546677827376,0.009143133861361405,0.008702380354959259,0.008203053405239528
2848,2021-09-17,0.0119993363901439,0.009096254034966406,0.008730742355170336,0.008412125354865336
2849,2021-09-22,0.0065569973716423,0.008921362446398367,0.008784407410948854,0.008110353632161647
2850,2021-09-23,0.0052430267444338,0.008171520248503806,0.008435796167654856,0.008184432309237408
2851,2021-09-24,0.0052761412278372,0.007966033903358965,0.0084149379559525,0.008058034857451619
2852,2021-09-27,0.0150534878817953,0.008825797923170505,0.008817563540940128,0.008984465892265947
2853,2021-09-28,0.0045607607166709,0.007338082788475905,0.008852423828255265,0.008217168411721147
2854,2021-09-29,0.0098817025947466,0.008003023833096767,0.008963950901961436,0.008462193139747557
2855,2021-09-30,0.0025495834050493,0.007464335165219866,0.008685242759481364,0.007817927706861827
2856,2021-10-08,0.0040271140625452,0.007214529732161465,0.008378430599870604,0.007590281817760207
2857,2021-10-11,0.0047754365544749,0.005158919466697385,0.00826907302706855,0.006992358694933938
2858,2021-10-12,0.007749869362435,0.005796741195850205,0.007506281652716404,0.006567411992163047
2859,2021-10-13,0.0073242110805012,0.005285242893001125,0.007592190974757768,0.006644133363048937
2860,2021-10-14,0.0050564922414444,0.005786624660280145,0.00737163985419225,0.006625479912749997
2861,2021-10-15,0.0060806674717496,0.006197335342121026,0.007212819530240905,0.006705932537141237
2862,2021-10-18,0.0050191451016853,0.006246077051563105,0.007236315217877682,0.0057024982591302375
2863,2021-10-19,0.0028317844631339,0.005262460071702885,0.007067754705033991,0.005529600633776537
2864,2021-10-20,0.0029414582591784,0.004385909507438326,0.006938312919830645,0.004835576200219718
